Title,Rating,Price,Pages,Genre,Reviews,Review_Density,Price_Bucket,Popularity_Score,Success_Category
"Identity, Rights, and Awareness",4.0,1423,240,Biography,111,0.462,Premium,4.25,Low
Record of Buddhistic Kingdoms Being an Account by the Chinese Monk Fa-Hien of His Travels in India and Ceylon,4.2,732,154,Philosophy,1022,6.636,Mid-range,5.16,Medium
Spotlight on coal,3.6,241,144,Philosophy,387,2.688,Budget,4.43,Low
Regional Imperatives in Utilization and Management of Resources,3.7,1103,305,Politics,839,2.751,Premium,4.76,Low
La Aldea y la ciudad,3.2,958,270,Fiction,442,1.637,Premium,4.21,Low
Organised power and unorganised resistance,3.1,668,298,History,591,1.983,Mid-range,4.25,Low
"Popular Religion, Elites and Reform",3.5,403,210,Biography,1283,6.11,Mid-range,4.78,Low
"Singing the classical, voicing the modern",3.1,756,349,Philosophy,454,1.301,Mid-range,4.16,Low
Second thoughts on globalisation,3.2,743,70,Religion,2279,32.557,Mid-range,4.79,Low
An enumeration of the plant resources of Shimla (Himachal Pradesh) in the northwest Himalayas,4.6,692,206,History,1443,7.005,Mid-range,5.54,High
Breaking the monolith,3.1,129,457,Religion,1653,3.617,Budget,4.61,Low
Quality through industrial design,4.3,1464,139,Biography,1773,12.755,Premium,5.41,Medium
"Socio-economic development of a dacoit affected area in Chambal Valley, Joura Block, Morena District, M.P. (India)",3.5,1332,109,Self-Help,487,4.468,Premium,4.44,Low
El Yoga Del Bhagavad Guita Una Introduccin A La Ciencia Universal De La Unin Con Dios Originaria De La India,4.7,1366,232,Religion,1213,5.228,Premium,5.54,High
"Ethnicity, Caste and People: Proceedings of the Indo-Soviet Seminars Held in Calcutta and Leningrad, 1990 : Ethno-Social Situation in India",4.0,794,790,Philosophy,1862,2.357,Mid-range,5.24,Medium
"The law of damages and compensation in India, Pakistan and Burma",3.6,257,1097,Fiction,811,0.739,Budget,4.68,Low
The law and practice of income-tax in India,4.0,245,643,Fiction,2277,3.541,Budget,5.31,Medium
A Treatyse of the Newe India,3.8,439,851,Fiction,2323,2.73,Mid-range,5.18,Medium
"Esther Peterson Meeting And Talking With A Man, Probably H. N. Trivedi, And Members Of The India National Trade Union Congress. Peterson Was Touring India As An American Specialist For U. S. Bureau Of Educational And Cultural Affairs. See Individual Photos For Additional Description.",4.1,965,650,Science,1726,2.655,Premium,5.27,Medium
The Asian engineering brain drain,3.2,191,194,Self-Help,92,0.474,Budget,3.67,Low
Cricket! =,5.0,428,20,History,166,8.3,Mid-range,5.04,Medium
Indian book industry & trade,3.9,271,156,History,336,2.154,Budget,4.57,Low
A source book of Indian education,3.7,801,256,Fiction,625,2.441,Mid-range,4.66,Low
"Bibliography of selected Indian books, 1970-1971",4.4,1154,143,Self-Help,594,4.154,Premium,5.1,Medium
The Book of the Kindred Sayings,3.7,720,1500,Classic,1197,0.798,Mid-range,4.89,Medium
A New Voyage Round the World,4.7,371,376,History,331,0.88,Budget,5.09,Medium
"The Jewel in the Crown (Raj Quartet, Book 1)",3.9,1218,663,Fiction,784,1.183,Premium,4.87,Medium
Puffin Book of World Myths and Legends,4.4,1088,739,Religion,2201,2.978,Premium,5.55,High
Bollybook,3.2,176,478,Philosophy,455,0.952,Budget,4.22,Low
The blue book,4.7,250,153,Biography,377,2.464,Budget,5.13,Medium
List of missing Indian books,4.5,241,31,Fiction,2319,74.806,Budget,5.64,High
Little Book of Big Customer Satisfaction Measurement,3.4,330,180,Self-Help,154,0.856,Budget,3.98,Low
Jagannatha Puri guide book,3.3,1053,230,Science,542,2.357,Premium,4.35,Low
Export of Indian books,3.6,227,143,History,823,5.755,Budget,4.69,Low
LP's Wakf laws,5.0,959,517,History,2386,4.615,Premium,5.97,High
Urdu books,3.5,795,627,Science,99,0.158,Mid-range,3.89,Low
"Hand book on fisheries statistics, 1993",3.9,596,110,Biography,1496,13.6,Mid-range,5.09,Medium
Li Chi (Sacred Books of the East),3.1,1403,501,Science,2481,4.952,Premium,4.75,Low
Pocket Book of Funny Jokes,3.8,909,654,Fiction,2060,3.15,Premium,5.14,Medium
A hand-book of the management of animals in captivity in Lower Bengal,4.1,230,351,Classic,387,1.103,Budget,4.75,Low
"Index-catalogue of Indian official publications in the library, British Museum",4.9,368,389,Science,1026,2.638,Budget,5.61,High
Matchbook,4.0,717,194,Classic,1012,5.216,Mid-range,5.02,Medium
Official roll ball book,4.6,1061,44,History,615,13.977,Premium,5.24,Medium
Le livre de la jungle,4.1,1383,322,Politics,1916,5.95,Premium,5.31,Medium
"Empire in Asia, how we came by it",3.1,1174,426,History,1064,2.498,Premium,4.45,Low
The Woman's Book of Yoga,3.6,1256,212,Politics,2313,10.91,Premium,5.05,Medium
A hand book of important circulars,4.2,908,572,Religion,2350,4.108,Premium,5.45,Medium
Biodiversity and sustainable development,4.9,1128,538,Classic,2299,4.273,Premium,5.89,High
Dancing with Swans,4.7,747,445,Biography,2383,5.355,Mid-range,5.78,High
Communicate With Cambridge Main Course Book Level 7 With Cd,3.5,837,272,Biography,1843,6.776,Mid-range,4.91,Medium
Data book on jute,3.4,601,62,Self-Help,2031,32.758,Mid-range,4.88,Medium
Meghalaya hand book,3.4,1307,156,Poetry,2019,12.942,Premium,4.87,Medium
The book of trees,4.8,508,213,Science,430,2.019,Mid-range,5.24,Medium
Human Genetics - E-Book,4.7,1214,409,Poetry,2312,5.653,Premium,5.77,High
The Book of Hanuman,4.5,919,176,Philosophy,406,2.307,Premium,5.03,Medium
The Animal Colouring Book,3.8,1002,14,Politics,1768,126.286,Premium,5.09,Medium
Egyptian Gods Colouring Book,4.0,288,14,Philosophy,2425,173.214,Budget,5.33,Medium
Sood Family Cook Book,3.9,1080,168,Self-Help,1041,6.196,Premium,4.97,Medium
The Alphabet Colouring Book,3.5,914,14,Biography,2089,149.214,Premium,4.95,Medium
Himalayan Masks Colouring Book,4.0,482,14,Classic,38,2.714,Mid-range,3.88,Low
Ganesha Goes.. Colouring Book,3.1,949,14,Science,295,21.071,Premium,4.01,Low
Fun Everyday Activities Book,3.3,1445,90,Philosophy,678,7.533,Premium,4.43,Low
Caravan Book of Profiles,4.8,589,186,Philosophy,571,3.07,Mid-range,5.34,Medium
Chirmi Chasers (hOle Books),4.5,1256,305,Philosophy,698,2.289,Premium,5.22,Medium
A book of Bombay,3.8,525,566,Biography,622,1.099,Mid-range,4.72,Low
Text-book of Mechanics,4.0,349,605,Science,384,0.635,Budget,4.68,Low
Orient Book of Quotations,3.7,1184,232,Biography,1993,8.591,Premium,5.06,Medium
"Mizo year book, 2013",4.5,1119,698,Religion,814,1.166,Premium,5.27,Medium
text Book Of Horticulture,4.6,1346,342,History,1378,4.029,Premium,5.52,High
The Good Books Guide,4.5,783,42,History,1794,42.714,Mid-range,5.55,High
Neglected Lives (Arena Books),4.4,418,192,Fiction,609,3.172,Mid-range,5.1,Medium
Fact book on wages,3.4,1119,52,Philosophy,218,4.192,Premium,4.1,Low
The ultimate dal cookbook,3.7,324,112,Poetry,2084,18.607,Budget,5.08,Medium
Concepts and Guidelines for Crop-Water Management Research,3.9,522,167,Fiction,237,1.419,Mid-range,4.45,Low
Quick & Easy Curries,3.7,1007,64,Religion,760,11.875,Premium,4.73,Low
"Mizo year book, 2014",4.5,1314,588,Politics,669,1.138,Premium,5.2,Medium
Nani's book of suicides,3.7,178,247,Fiction,2214,8.964,Budget,5.1,Medium
The Evolution of Literary Criticism,3.3,954,360,Self-Help,689,1.914,Premium,4.43,Low
Jawaharlal Nehru ; A Great Patriot and India's First Prime Minister Who Was the Apostle of Peace and Believed in Hard Work,3.8,1103,297,Religion,1457,4.906,Premium,5.02,Medium
Light of Asia - or the Great Renunciation Being Thye Life and Teaching of Gautama Prince of India and Founder of Budhism,5.0,464,304,History,684,2.25,Mid-range,5.54,High
"Light of Asia or, the Great Renunciation - Being the Life and Teaching of Gautama, Prince of India and Founder of Buddhism (",3.5,121,308,Biography,875,2.841,Budget,4.65,Low
"Light of Asia or the Great Renunciation - Being the Life and Teaching of Gautama, Prince of India and Founder of Buddism",4.2,647,168,Poetry,2397,14.268,Mid-range,5.45,Medium
British Influence in India - an Essay on the Influence Which British Government Has Excersied on the Material Prosperity of That Country,3.9,429,108,Classic,914,8.463,Mid-range,4.92,Medium
Reviving a Rural Industry,3.1,1279,249,Classic,1913,7.683,Premium,4.66,Low
Dynamics of Bilingualism and the Nationality Question,4.0,155,84,Classic,1206,14.357,Budget,5.08,Medium
Tribal Insurgency in Tripura,4.4,1371,211,Politics,1862,8.825,Premium,5.5,Medium
The dynamic Brahmin,4.0,1024,832,Self-Help,2168,2.606,Premium,5.29,Medium
Picture books in Indian languages,4.7,360,160,History,346,2.162,Budget,5.1,Medium
The sphere of tea,3.6,534,214,Philosophy,2394,11.187,Mid-range,5.06,Medium
"Modern Currency Reforms; a History and Discussion of Recent Currency Reforms in India, Porto Rico, Philippine Islands, Straits Settlements and Mexico",3.2,637,592,Poetry,2077,3.508,Mid-range,4.75,Low
Breaking tradition to accomplish vision,4.9,634,244,Self-Help,2420,9.918,Mid-range,5.91,High
A Textbook of Comparative Education,3.8,480,416,Science,202,0.486,Mid-range,4.33,Low
Dear Mr. Bollywood,4.2,202,119,History,474,3.983,Budget,4.89,Medium
"Forests, the people, and the government",4.6,128,133,Biography,1689,12.699,Budget,5.59,High
Book on Solace the,3.6,1180,90,Classic,25,0.278,Premium,3.48,Low
"Congress year book, 1981",4.4,1185,585,Politics,1376,2.352,Premium,5.39,Medium
"Meghalaya hand book, 1981",3.3,1054,168,Religion,230,1.369,Premium,4.05,Low
Indian Nursing Year Book,3.6,1171,222,Science,70,0.315,Premium,3.83,Low
A catalogue of the Tamil books in the library of the British museum--A supplementary catalogue of the Tamil books in the library of the British museum,3.3,1490,696,Fiction,1488,2.138,Premium,4.7,Low
A handbook of Indian crocodiles,4.6,646,93,Fiction,1029,11.065,Mid-range,5.42,Medium
The business of social responsibility,3.4,426,190,Religion,396,2.084,Mid-range,4.3,Low
A salesman in Asia,4.4,365,338,Poetry,1094,3.237,Budget,5.31,Medium
Protection of human rights in developing countries,4.9,828,279,Politics,173,0.62,Mid-range,4.99,Medium
Diapers on a dateline,4.1,1299,400,History,601,1.502,Premium,4.91,Medium
The Politics of change and leadership development,4.1,1167,290,Politics,807,2.783,Premium,5.01,Medium
Negocio e intercambio cultural,3.9,318,524,Poetry,810,1.546,Budget,4.88,Medium
International Food Library (Food in China/Food in India/Food in Italy/Food in Japan/Food in Mexico/Food in Russia),3.7,225,853,Classic,2201,2.58,Budget,5.1,Medium
My First Football Book,4.0,981,112,Self-Help,2287,20.42,Premium,5.31,Medium
"El libro de las costumbres de todas las gentes del mvndo, y de las India",4.2,418,349,History,182,0.521,Mid-range,4.55,Low
Surat,5.0,1428,219,Biography,990,4.521,Premium,5.66,High
Other sheep,4.9,1323,344,Philosophy,667,1.939,Premium,5.46,Medium
All India control of rent and eviction cases (from earliest times upto 1971),4.7,184,851,Self-Help,1545,1.816,Budget,5.63,High
The book of dog,4.8,1164,311,Philosophy,965,3.103,Premium,5.53,High
Sterling Book of Antonyms,3.9,822,135,Self-Help,708,5.244,Mid-range,4.83,Medium
Hand book of civics,4.3,1486,344,History,2182,6.343,Premium,5.49,Medium
Book of Durate Barbosa,4.8,1392,642,Self-Help,1542,2.402,Premium,5.69,High
Hand book of agronomy,3.8,461,143,History,1515,10.594,Mid-range,5.03,Medium
"CTO black book, 2009",4.9,466,596,Philosophy,2067,3.468,Mid-range,5.86,High
Timeless Wisdom the Book of All Religions (The Book of all Religions),3.8,1304,852,Religion,1192,1.399,Premium,4.95,Medium
West Bengal guide book,4.2,1354,67,Poetry,142,2.119,Premium,4.47,Low
The book hunters of Katpadi,4.4,1087,418,Biography,823,1.969,Premium,5.21,Medium
Hunters Book 3,4.9,1193,136,History,1112,8.176,Premium,5.64,High
Kendujhara darpaṇa =,3.5,687,127,Self-Help,82,0.646,Mid-range,3.82,Low
A new book of tribal fiction,4.5,1062,376,Religion,752,2.0,Premium,5.24,Medium
A short guide book,4.0,588,133,History,1677,12.609,Mid-range,5.2,Medium
"Kitne Ghazi Aaye, Kitne Ghazi Gaye",3.5,1357,126,Politics,967,7.675,Premium,4.68,Low
The penguin book of cricket lists,4.6,930,240,Self-Help,2284,9.517,Premium,5.7,High
The museum forms book,4.1,765,461,Biography,498,1.08,Mid-range,4.84,Medium
The Bible text-book,4.3,1417,293,Science,1157,3.949,Premium,5.26,Medium
Big Fat Joke Book,3.6,1471,806,History,2016,2.501,Premium,5.0,Medium
The minor law-books,4.0,1222,396,History,1423,3.593,Premium,5.14,Medium
Rushdie's midnight's children,4.2,975,227,Fiction,996,4.388,Premium,5.15,Medium
Bibliographical and Historical Essay on the Dutch Books and Pamphlets Relating to New-Netherland,3.8,460,768,Fiction,256,0.333,Mid-range,4.41,Low
"Alif Laila : Or Book of the Thousand Nights and One Night, Commonly Known As the Arabian Nights Entertainments",3.4,457,600,Religion,1974,3.29,Mid-range,4.87,Medium
"Waterlines, the Penguin book of river writings",4.9,1253,210,History,617,2.938,Premium,5.43,Medium
Books for children,4.0,835,178,Self-Help,1722,9.674,Mid-range,5.21,Medium
Specimen book of types,4.5,163,54,Science,2196,40.667,Budget,5.62,High
"Tibet, a source book",3.8,280,249,Politics,184,0.739,Budget,4.3,Low
The student's Sanskrit-English dictionary,3.7,686,4664,Philosophy,2344,0.503,Mid-range,5.12,Medium
"Catalogue of rare coins, military and naval medals, [containing historical medals, silver coins, Roman first brass, cabinets, and books, and] including the collection of General E.S. Hastings, C.B., D.S.O., formed in India, [as well as] a Victoria Cross ...",3.8,288,17,Politics,2324,136.706,Budget,5.18,Medium
The positive background of Hindu sociology,3.8,1306,697,History,589,0.845,Premium,4.7,Low
Satapatha Brahmana According to the Text of the Madhyandina School (Sacred Books of the East),4.1,679,456,Science,160,0.351,Mid-range,4.44,Low
Hippies,4.1,269,221,Politics,705,3.19,Budget,4.96,Medium
Guide to reservation policy,4.0,421,386,Science,706,1.829,Mid-range,4.9,Medium
The Tao of Cricket,3.3,1295,166,Philosophy,2058,12.398,Premium,4.82,Medium
Vinaya Texts Part III (Sacred Books Of The East Vol. 20),4.0,383,444,Self-Help,1094,2.464,Budget,5.05,Medium
Finite Elements in Computational Mechanics,3.3,465,99,Science,1546,15.616,Mid-range,4.72,Low
Low Latitude Aeronomical Processes,3.3,210,321,Fiction,1302,4.056,Budget,4.66,Low
How to compete with foreign cloth,4.9,177,123,Philosophy,2245,18.252,Budget,5.89,High
Tribal development in Madhya Pradesh,4.2,352,220,Philosophy,941,4.277,Budget,5.13,Medium
Nine,4.3,335,362,Fiction,1361,3.76,Budget,5.32,Medium
To the Pindari Glacier,3.8,192,70,Self-Help,1709,24.414,Budget,5.08,Medium
Siege of Mithila,4.8,1157,522,Poetry,383,0.734,Premium,5.2,Medium
The working woman's cookbook,4.3,321,183,History,1098,6.0,Budget,5.25,Medium
The Ehrman Needlepoint Book,4.5,995,144,History,1087,7.549,Premium,5.37,Medium
How To Stop Your Grown-Up From Making Bad Decisions,3.7,1463,160,Poetry,2050,12.812,Premium,5.07,Medium
Księga dżungli,4.9,1060,70,Fiction,2389,34.129,Premium,5.91,High
"A catalogue of Indian synonymes of the medicinal plants, products, inorganic substances &c., proposed to be included in the Pharmacopoeia of India",4.6,1084,676,Philosophy,2081,3.078,Premium,5.66,High
The journal of John Jourdain 1608-1617,4.7,942,4016,Biography,1400,0.349,Premium,5.59,High
Use of Saline Water in Agriculture,3.3,351,316,Fiction,1526,4.829,Budget,4.71,Low
Albizuri Among the Lyngams,3.5,1487,832,Religion,637,0.766,Premium,4.54,Low
"Proceedings ; IEEE ACE, 2001",3.6,241,652,Religion,378,0.58,Budget,4.42,Low
Economic growth and commercial banking in a developing economy,3.5,410,569,Self-Help,1361,2.392,Mid-range,4.8,Low
Technology spin-off and commercialization,4.7,681,154,Fiction,2002,13.0,Mid-range,5.72,High
Space and Humanity,3.1,1435,498,History,1634,3.281,Premium,4.6,Low
The Coins of the Greek and Scythic Kings of Bactria and India ; A Catalogue of the Indian Coins in the British Museum,3.2,1402,769,Science,213,0.277,Premium,3.96,Low
"Brahmans, Theists and Muslims of India - Studies of Goddess-Worship in Bengal, Caste, Brahmaism and Social Reform, with Descriptive Sketches of Cu",3.5,445,368,Science,382,1.038,Mid-range,4.36,Low
"Cutch; or, Random Sketches, Taken During a Residence in One of the Northern Provinces of Western India; Interspersed with Legends and Traditions",3.4,401,302,Religion,1139,3.772,Mid-range,4.67,Low
"Travels and Adventures of the Turkish Admiral Sidi Ali Reis - in India, Afghanistan, Central Asia, and Persia, During the Years 1553-1556",3.5,606,148,Philosophy,1083,7.318,Mid-range,4.72,Low
Além-mar,4.6,346,301,History,2464,8.186,Budget,5.72,High
"The Marches of Hindustan, the Record of a Journey in Thibet, Trans-Himalayan India, Chinese Turkestan, Russian Turkestan and Persia (Classic Reprint)",4.1,587,141,Fiction,126,0.894,Mid-range,4.36,Low
My Shooting Star,3.0,1362,276,Philosophy,546,1.978,Premium,4.16,Low
Heart in America,3.9,1027,224,Biography,1972,8.804,Premium,5.19,Medium
Woman in Islam,3.8,1472,41,Politics,803,19.585,Premium,4.81,Medium
"Gender, space & creative imagination",3.2,890,223,Fiction,1802,8.081,Mid-range,4.7,Low
A dictionary of the Epworth League,4.4,1011,251,Poetry,1769,7.048,Premium,5.48,Medium
"Myth, symbol, and language",4.4,1475,404,Religion,1086,2.688,Premium,5.31,Medium
Anatomy of a social institution,4.4,253,288,Religion,1885,6.545,Budget,5.5,Medium
The here of Delhi,4.5,1309,255,History,2417,9.478,Premium,5.65,High
Indian election reports,3.0,1043,176,History,1484,8.432,Premium,4.51,Low
The Undesirables,4.9,694,295,Self-Help,1025,3.475,Mid-range,5.61,High
Youth in development discourse,4.6,161,208,Science,1654,7.952,Budget,5.58,High
Phrase book and vocabularies,4.8,969,82,Science,113,1.378,Premium,4.78,Low
Opportunities and barriers for students with disabilities,3.0,1182,151,Philosophy,2063,13.662,Premium,4.62,Low
"Science, crafts and knowledge",4.9,1265,140,Science,108,0.771,Premium,4.83,Medium
Regional Disparities in India,4.6,565,239,Politics,1973,8.255,Mid-range,5.65,High
Photonics 2010,4.7,1272,585,Classic,2061,3.523,Premium,5.73,High
A Hand book of common remedies in siddha system of medicine,3.2,1297,83,Classic,2281,27.482,Premium,4.79,Low
"Pictorial guide to aquatic macrophytes of the Damodar River Basin in Jharkhand and West Bengal, India",4.5,410,206,History,1465,7.112,Mid-range,5.48,Medium
Azmat al-ḥurrīyah,4.9,1185,126,Fiction,545,4.325,Premium,5.39,Medium
Talking Book,4.4,1290,818,Fiction,2259,2.762,Premium,5.56,High
"50 Writers, 50 Books",4.1,915,338,Fiction,1850,5.473,Premium,5.3,Medium
Indian domestic economy and receipt book,4.9,202,652,Biography,574,0.88,Budget,5.41,Medium
How we think,5.0,127,224,Classic,5,0.022,Budget,3.88,Low
Medical Technology and the Social,3.9,607,860,Philosophy,2454,2.853,Mid-range,5.27,Medium
"Indian illustrators, 1960-1992",4.2,233,48,Religion,700,14.583,Budget,5.02,Medium
The Sale of Goods Act,4.0,158,320,Science,1517,4.741,Budget,5.16,Medium
Reference books in academic libraries,4.9,1213,19,Science,1651,86.895,Premium,5.78,High
Income-tax appellate tribunal manual,3.2,169,199,Religion,222,1.116,Budget,3.97,Low
"Penguin Books Ltd The Seeker [Paperback] [Jan 01, 2014] KARAN BAJAJ",4.0,284,352,Science,466,1.324,Budget,4.75,Low
Depth classification,4.4,671,569,Politics,1135,1.995,Mid-range,5.32,Medium
"Civil service day 21 April, 2008",4.6,267,147,Classic,797,5.422,Budget,5.33,Medium
The Indian criminal law,4.2,677,1037,Classic,2245,2.165,Mid-range,5.43,Medium
The Uttar Pradesh government servants manual,4.8,1247,378,Biography,1706,4.513,Premium,5.72,High
The Indian Supreme court digest ... annotated ...,4.9,1336,168,Politics,848,5.048,Premium,5.55,High
Problems of library acquisition,3.1,281,49,History,578,11.796,Budget,4.24,Low
Other Voices from Pakistan,3.8,170,200,Classic,2042,10.21,Budget,5.14,Medium
Estate duty rules and estate duty controlled companies rules with exhaustive index,3.0,655,52,Religion,122,2.346,Mid-range,3.63,Low
Mercantile law,3.7,951,794,Religion,1316,1.657,Premium,4.92,Medium
Perspectives in American literature,4.1,1318,411,History,1577,3.837,Premium,5.24,Medium
Socio-economic survey of Bhilai region,4.8,1415,408,Religion,135,0.331,Premium,4.84,Medium
"The Indian Supreme court digest, 1950-1957, annotated",4.7,1180,659,Religion,878,1.332,Premium,5.43,Medium
"S. Row's The limitation act, Act 36 of 1963",3.3,782,1732,Fiction,123,0.071,Mid-range,3.83,Low
Sanjiva Row's the Indian railways act,3.2,1423,868,Biography,2326,2.68,Premium,4.79,Low
Perspectives of Buddhist studies,4.2,417,227,Religion,1351,5.952,Mid-range,5.25,Medium
Port towns of Gujarat,4.1,1494,332,Fiction,948,2.855,Premium,5.06,Medium
Sanjiva Row's the Indian succession act (Act XXXIX of 1925),3.5,1206,1163,Self-Help,826,0.71,Premium,4.63,Low
"The Book of Indian Dogs [Jul 31, 2017] Baskaran, Theodore S.",4.8,928,148,Poetry,579,3.912,Premium,5.35,Medium
Great Books on Indian Education,4.9,193,436,History,2094,4.803,Budget,5.86,High
Trajectories of popular expression,3.8,366,232,Religion,546,2.353,Budget,4.68,Low
"Final report on the survey and settlement operations in the district of Rajshahi, 1912-1922",4.8,1499,155,Poetry,972,6.271,Premium,5.53,High
Global rock art,3.8,1284,512,Politics,317,0.619,Premium,4.49,Low
Exploring new aspects of Indian history,4.5,713,435,Religion,796,1.83,Mid-range,5.26,Medium
Developments in classification,4.0,601,558,Politics,380,0.681,Mid-range,4.68,Low
Sanjiva Row's The Inidan railways act,3.2,1235,1045,Poetry,523,0.5,Premium,4.27,Low
Universe of knowledge: its structure and development,4.9,677,618,Religion,1996,3.23,Mid-range,5.84,High
The estate duty act (34 of 1953),3.9,731,367,Classic,2097,5.714,Mid-range,5.21,Medium
Sanjiva Row's Legal practitioners act,4.5,378,426,Biography,1482,3.479,Budget,5.48,Medium
"Commentaries on the Uttar Pradesh Co-operative societies act, 1965",3.7,853,516,Biography,2193,4.25,Mid-range,5.1,Medium
Education of the future,3.0,341,182,Science,615,3.379,Budget,4.2,Low
"Law of industrial disputes (Industrial disputes act, 1947 with commentary)",3.2,1345,298,Politics,1609,5.399,Premium,4.66,Low
The Advocates act and the Legal practitioners act,4.0,882,587,Philosophy,1409,2.4,Mid-range,5.14,Medium
Tenth Biennial Conference on Entrepreneurship,4.4,1061,689,Classic,1895,2.75,Premium,5.5,Medium
"Abstracting, indexing, and reviewing periodicals",3.7,1409,346,Self-Help,282,0.815,Premium,4.38,Low
S. Row's Indian stamp act (Act no. II of 1899) containing an exhaustive exposition of the subject with states acts and schedules (as amended up to date),4.4,1084,1103,Religion,1883,1.707,Premium,5.5,Medium
Yuga-yugīna Madhyapradeśa,4.4,103,310,Philosophy,21,0.068,Budget,3.94,Low
S. Row's The Negotiable Instrumments Act,4.4,419,972,Politics,1953,2.009,Mid-range,5.51,High
"The Transfer of property act, act IV of 1882 (as amended up to 1950)",4.0,1444,947,Fiction,413,0.436,Premium,4.71,Low
Gambling in India,4.8,1131,172,Poetry,325,1.89,Premium,5.15,Medium
A Hand book of educational & allied statistics,4.0,1175,285,Science,1189,4.172,Premium,5.08,Medium
Strategic Human Resource Technologies,3.9,1123,452,Fiction,549,1.215,Premium,4.74,Low
A Book Of Indian Culture,3.4,1265,164,Classic,547,3.335,Premium,4.42,Low
Bibliotheca historica,3.6,878,227,History,984,4.335,Mid-range,4.75,Low
The Dhammapada Sutta-Nipata,3.1,926,396,Fiction,690,1.742,Premium,4.3,Low
Prince of Ayodhya,4.3,379,517,Philosophy,2419,4.679,Budget,5.52,High
Hand book on wealth tax,3.5,1211,346,Self-Help,2276,6.578,Premium,4.98,Medium
A hand book of common siddha kayakalpa (rasayana) herbs for healthy life,3.6,1283,84,Politics,977,11.631,Premium,4.75,Low
Handbook of petroleum exploration and production,4.5,1084,696,History,2272,3.264,Premium,5.63,High
Golden book of Bibhutibhusan Bandopadhyay,3.7,127,120,Science,1733,14.442,Budget,5.02,Medium
Mother Teresa,3.5,909,32,Fiction,740,23.125,Premium,4.59,Low
The Baroda library hand-book,3.3,371,64,Politics,655,10.234,Budget,4.42,Low
The red data book on Indian animals,4.5,1223,32,Biography,1058,33.062,Premium,5.36,Medium
Power of Bonding and Non-Western Emerging Great Powers Engagement,3.3,1327,402,Philosophy,2365,5.883,Premium,4.86,Medium
Missionary mama,3.9,289,123,Self-Help,576,4.683,Budget,4.76,Low
Appeal for the Hindu,4.0,645,15,History,1137,75.8,Mid-range,5.06,Medium
The Indian CEO,4.4,393,264,Politics,2174,8.235,Budget,5.55,High
Award winning books of Indian languages,4.3,947,134,Politics,147,1.097,Premium,4.54,Low
Text book of Indian culture,4.6,1467,240,History,2013,8.388,Premium,5.65,High
My First Book of Colours,3.1,870,32,Religion,57,1.781,Mid-range,3.44,Low
Rupa Book of School Quiz,3.6,868,128,Philosophy,1652,12.906,Mid-range,4.93,Medium
Birds and Animals Quiz Book,3.6,152,144,Science,217,1.507,Budget,4.22,Low
ABC Colour and Writing Book,3.3,783,56,Philosophy,2424,43.286,Mid-range,4.87,Medium
"Shaki, Durga, Kali Colouring Book",3.6,1170,14,Religion,2074,148.143,Premium,5.01,Medium
The Little Book of Questions,3.6,1110,714,Poetry,538,0.754,Premium,4.54,Low
"Surya, the Sun Colouring Book",4.0,802,14,Philosophy,2261,161.5,Mid-range,5.3,Medium
Yet Another Book on Vedanta,4.3,982,300,History,2383,7.943,Premium,5.52,High
Disney Moana Book of Destiny,3.8,564,620,Self-Help,1044,1.684,Mid-range,4.9,Medium
The Indian Economy ([Timely books]),4.4,652,124,Philosophy,1105,8.911,Mid-range,5.31,Medium
Abra Ka Dabra Colouring Book,3.7,1016,728,Fiction,2410,3.31,Premium,5.13,Medium
The Really Fantastic Joke Book,3.6,1107,274,Self-Help,1061,3.872,Premium,4.78,Low
My First Book of Money,4.1,293,128,Science,639,4.992,Budget,4.93,Medium
Big Book of World Mythology,3.0,165,817,History,1414,1.731,Budget,4.49,Low
Puffin Book of School Stories,3.2,654,411,Poetry,1614,3.927,Mid-range,4.67,Low
Big Book of Odia Literature,3.8,700,728,Biography,1742,2.393,Mid-range,5.08,Medium
"Book Of Muinuddin Chishti,The",4.9,1149,155,Self-Help,254,1.639,Premium,5.12,Medium
The Really Naughty Jokes Book,4.4,1222,249,Religion,466,1.871,Premium,5.01,Medium
My First Computer Work Book,3.2,575,48,Self-Help,629,13.104,Mid-range,4.34,Low
The Healthy Heart Diet Book,4.7,672,192,Biography,27,0.141,Mid-range,4.22,Low
Pathology Practical Book for Undergraduates,4.5,861,600,Philosophy,481,0.802,Mid-range,5.09,Medium
A Career in Book Publishing,4.2,986,178,Fiction,1019,5.725,Premium,5.15,Medium
Directory of Indian Book Industry,4.6,929,542,Religion,1354,2.498,Premium,5.51,High
"Annotated Bibliographical Compilation of Selected Authors and Titles of Nonfiction on British and American Military and Naval History, 1700-1900 : Book I : Wars of the Spanish Succession Through Military Campaigns, Battles, and Events; Book II",3.8,181,119,Science,153,1.286,Budget,4.23,Low
Text Book of Microeconomics Theory,3.4,799,484,Biography,2452,5.066,Mid-range,4.94,Medium
Great Books of Islamic Civilization,4.0,143,240,Biography,75,0.312,Budget,4.12,Low
Library hand-book and index,4.1,923,96,Fiction,1012,10.542,Premium,5.09,Medium
The Complete Book of Yoga,4.1,709,176,Science,1403,7.972,Mid-range,5.2,Medium
Banned Bengal,4.1,1214,180,Self-Help,2014,11.189,Premium,5.33,Medium
